customer_id,customer_name,area_id,industry_type,company_size,annual_revenue,customer_status,customer_since
C0042,Force Polymers,A001,Packaging,Enterprise,565100000.0,Active,2023-04-17
C0043,Omni Packaging Solutions,A001,Metal Fabrication,Small,14100000.0,Active,2023-11-20
C0044,Western Auto Components,A001,Chemicals,Large,130400000.0,Active,2019-03-01
C0045,Precision Forgings & Castings,A001,Electronics,Small,17200000.0,Active,2023-10-07
C0046,Schneider-Supplier Packaging Solutions,A001,Food Processing,Enterprise,539800000.0,Active,2019-11-23
C0047,Bharat Auto Components,A001,Food Processing,Medium,40600000.0,Active,2023-09-15
C0048,Precision Industries,A001,Chemicals,Small,17200000.0,Active,2024-08-22
C0049,Pragati Industries,A001,Packaging,Enterprise,667600000.0,Active,2023-09-14
C0050,Sai Tech Solutions,A001,Metal Fabrication,Enterprise,570000000.0,Active,2024-04-27
C0051,Thermax-Vendor Fabricators,A001,Textile,Enterprise,676000000.0,Active,2020-08-03
C0052,Schneider-Supplier Fabricators,A001,Chemicals,Large,150500000.0,Active,2022-02-05
C0053,Matrix Forgings & Castings,A001,Food Processing,Medium,72400000.0,Active,2018-07-14
C0054,Western Industries,A001,Electronics,Enterprise,337400000.0,Active,2024-07-13
C0055,Shree Packaging Solutions,A001,Automotive,Enterprise,586200000.0,Active,2020-05-25
C0056,Dynamic Polymers,A001,Textile,Medium,59300000.0,Active,2020-07-16
C0057,Bharat Polymers,A001,Packaging,Enterprise,734500000.0,Active,2024-08-05
C0058,Kalyani Industries,A001,Automotive,Enterprise,655100000.0,Active,2023-01-03
C0059,Thermax-Vendor Polymers,A001,Metal Fabrication,Enterprise,409000000.0,Active,2020-07-11
C0060,Force Tech Solutions,A001,Packaging,Large,227000000.0,Active,2021-05-25
C0061,TechnoCraft Fabricators,A001,Engineering,Enterprise,311600000.0,Active,2022-01-12
C0062,Tata-Partner Chemicals & Processing,A001,Engineering,Small,22600000.0,Active,2019-04-27
C0063,Bharat Metal Works,A001,Metal Fabrication,Medium,37600000.0,Active,2023-02-19
C0064,Force Tech Solutions,A001,Pharmaceuticals,Large,120200000.0,Active,2022-12-23
C0065,Apex Tools & Dies,A001,Pharmaceuticals,Small,19400000.0,Active,2020-10-22
C0066,Dynamic Polymers,A001,Chemicals,Small,19700000.0,Active,2024-11-08
C0067,Apex Packaging Solutions,A001,Pharmaceuticals,Small,23300000.0,Active,2022-01-12
C0068,Sai Polymers,A001,Packaging,Small,18100000.0,Active,2020-01-28
C0069,TechnoCraft Tech Solutions,A001,Engineering,Enterprise,876500000.0,Active,2023-08-23
C0070,Matrix Polymers,A001,Metal Fabrication,Large,200900000.0,Active,2022-08-15
C0071,TechnoCraft Packaging Solutions,A001,Pharmaceuticals,Large,243300000.0,Active,2024-02-09
C0072,Vanguard Forgings & Castings,A001,Electronics,Enterprise,501800000.0,Active,2021-06-06
C0073,Omni Forgings & Castings,A001,Packaging,Large,151300000.0,Active,2022-12-09
C0074,Sai Engineering Pvt Ltd,A001,Textile,Medium,35100000.0,Active,2023-07-16
C0075,Sai Forgings & Castings,A001,Electronics,Enterprise,568900000.0,Active,2018-02-10
C0076,Tata-Partner Polymers,A001,Chemicals,Large,209500000.0,Active,2020-08-18
C0077,Pragati Automation Systems,A001,Food Processing,Large,153300000.0,Active,2021-05-10
C0078,Deccan Forgings & Castings,A001,Engineering,Medium,48900000.0,Active,2023-09-25
C0079,Schneider-Supplier Tools & Dies,A001,Chemicals,Medium,74300000.0,Active,2020-12-19
C0080,Pragati Metal Works,A001,Pharmaceuticals,Small,24000000.0,Active,2020-04-12
C0081,Kirloskar-Style Fabricators,A001,Automotive,Medium,46500000.0,Active,2018-09-10
C0082,Schneider-Supplier Tools & Dies,A001,Electronics,Small,24700000.0,Active,2022-05-16
C0083,Omni Tech Solutions,A001,Packaging,Medium,87900000.0,Active,2020-08-04
C0084,Synergy Polymers,A001,Electronics,Small,19400000.0,Active,2023-01-05
C0085,Matrix Metal Works,A001,Pharmaceuticals,Small,26900000.0,Active,2018-09-25
C0086,TechnoCraft Metal Works,A001,Chemicals,Enterprise,570300000.0,Active,2021-05-28
C0087,Shree Polymers,A001,Pharmaceuticals,Small,20000000.0,Active,2023-02-25
C0088,Force Chemicals & Processing,A001,Chemicals,Large,208900000.0,Active,2019-04-06
C0089,Sai Auto Components,A001,Metal Fabrication,Small,16400000.0,Active,2023-10-16
C0090,Mahindra-Tier1 Engineering Pvt Ltd,A001,Chemicals,Large,217300000.0,Active,2023-08-03
C0091,Atlas Forgings & Castings,A001,Pharmaceuticals,Medium,55500000.0,Active,2022-04-21
C0092,Matrix Fabricators,A001,Metal Fabrication,Small,10100000.0,Active,2024-05-20
C0093,Siemens-Tier2 Metal Works,A001,Pharmaceuticals,Enterprise,374600000.0,Active,2023-05-23
C0094,Dynamic Fabricators,A001,Textile,Enterprise,562700000.0,Active,2022-01-14
C0095,Siemens-Tier2 Automation Systems,A001,Pharmaceuticals,Small,10600000.0,Active,2023-10-19
C0096,Bharat Chemicals & Processing,A001,Pharmaceuticals,Small,22700000.0,Active,2019-08-17
C0097,Thermax-Vendor Tech Solutions,A001,Pharmaceuticals,Medium,89800000.0,Active,2021-11-27
C0098,Omni Auto Components,A001,Electronics,Large,163500000.0,Active,2020-11-04
C0099,Kirloskar-Style Automation Systems,A001,Food Processing,Enterprise,472900000.0,Active,2021-09-02
C0100,Vanguard Auto Components,A001,Packaging,Large,148200000.0,Active,2024-07-28
C0101,Pragati Engineering Pvt Ltd,A001,Textile,Enterprise,547900000.0,Active,2019-09-12
C0102,Kalyani Tech Solutions,A001,Electronics,Small,12700000.0,Active,2022-03-10
C0103,Vanguard Packaging Solutions,A001,Electronics,Small,9500000.0,Active,2023-10-26
C0104,Tata-Partner Packaging Solutions,A001,Metal Fabrication,Large,189200000.0,Active,2022-07-03
C0105,Tata-Partner Auto Components,A001,Electronics,Small,20700000.0,Active,2019-08-23
C0106,Mahindra-Tier1 Industries,A001,Pharmaceuticals,Enterprise,800800000.0,Active,2021-04-15
C0107,Sai Tools & Dies,A001,Food Processing,Medium,85300000.0,Active,2022-12-05
C0108,Synergy Fabricators,A001,Food Processing,Large,258200000.0,Active,2022-05-27
C0109,Bharat Fabricators,A001,Pharmaceuticals,Enterprise,819200000.0,Active,2021-09-16
C0110,Sigma Automation Systems,A001,Textile,Enterprise,573200000.0,Active,2020-04-23
C0111,Tata-Partner Metal Works,A001,Food Processing,Medium,81400000.0,Active,2021-01-11
C0112,Siemens-Tier2 Tech Solutions,A001,Food Processing,Enterprise,893000000.0,Active,2024-11-05
C0113,Omni Engineering Pvt Ltd,A001,Metal Fabrication,Large,246500000.0,Active,2024-08-04
C0114,Pragati Tech Solutions,A001,Automotive,Medium,54600000.0,Active,2023-03-03
C0115,Omni Fabricators,A001,Packaging,Enterprise,689900000.0,Active,2024-06-28
C0116,Atlas Industries,A001,Food Processing,Large,202800000.0,Active,2024-08-28
C0117,Sai Engineering Pvt Ltd,A001,Engineering,Medium,67900000.0,Active,2020-04-24
C0118,Synergy Polymers,A001,Engineering,Small,17000000.0,Active,2023-05-01
C0119,Precision Automation Systems,A001,Automotive,Large,154500000.0,Active,2021-03-08
C0120,Pragati Polymers,A001,Metal Fabrication,Medium,40500000.0,Active,2022-07-20
C0121,Atlas Forgings & Castings,A001,Electronics,Medium,43900000.0,Active,2023-05-15
C0122,Deccan Chemicals & Processing,A001,Automotive,Enterprise,840700000.0,Active,2023-09-06
C0123,Synergy Tech Solutions,A001,Packaging,Large,205000000.0,Active,2021-12-09
C0124,Vanguard Fabricators,A001,Chemicals,Enterprise,812000000.0,Active,2018-04-13
C0125,Shree Automation Systems,A001,Pharmaceuticals,Large,93900000.0,Active,2024-11-13
C0126,Deccan Engineering Pvt Ltd,A001,Automotive,Enterprise,799700000.0,Active,2020-04-20
C0127,Sigma Forgings & Castings,A001,Chemicals,Large,212000000.0,Active,2023-11-22
C0128,Matrix Chemicals & Processing,A001,Engineering,Small,14600000.0,Active,2021-01-19
C0129,Sigma Packaging Solutions,A001,Metal Fabrication,Small,25400000.0,Active,2020-12-14
C0130,Kirloskar-Style Forgings & Castings,A001,Metal Fabrication,Large,185600000.0,Active,2020-03-09
C0131,Omni Fabricators,A001,Packaging,Small,17400000.0,Active,2018-03-25
C0132,Tata-Partner Chemicals & Processing,A001,Food Processing,Large,106300000.0,Active,2021-01-09
C0133,Sai Auto Components,A001,Electronics,Large,211100000.0,Active,2023-05-19
C0134,Dynamic Chemicals & Processing,A001,Packaging,Small,21100000.0,Active,2021-01-20
C0135,Sai Automation Systems,A001,Chemicals,Small,20400000.0,Active,2021-12-10
C0136,Thermax-Vendor Polymers,A001,Engineering,Medium,32700000.0,Active,2018-05-16
C0137,Apex Auto Components,A001,Chemicals,Medium,53300000.0,Active,2020-11-24
C0138,Schneider-Supplier Industries,A001,Food Processing,Medium,83100000.0,Active,2023-02-27
C0139,Omni Metal Works,A001,Food Processing,Large,95900000.0,Active,2020-04-15
C0140,Vanguard Forgings & Castings,A001,Packaging,Small,26700000.0,Active,2020-09-21
C0141,Sigma Engineering Pvt Ltd,A001,Food Processing,Large,124200000.0,Active,2018-08-03
C0142,Atlas Forgings & Castings,A001,Automotive,Small,23200000.0,Active,2019-03-26
C0143,Shree Forgings & Castings,A001,Engineering,Medium,65200000.0,Active,2024-04-11
C0144,Matrix Metal Works,A001,Automotive,Large,244500000.0,Active,2019-03-18
C0145,Deccan Tools & Dies,A001,Engineering,Small,11400000.0,Active,2020-04-19
C0146,Western Engineering Pvt Ltd,A001,Metal Fabrication,Large,99400000.0,Active,2023-07-17
C0147,Apex Packaging Solutions,A001,Engineering,Enterprise,569000000.0,Active,2020-09-19
C0148,Apex Tech Solutions,A001,Textile,Medium,86700000.0,Active,2018-12-26
C0149,Atlas Industries,A001,Pharmaceuticals,Enterprise,686000000.0,Active,2018-01-16
C0150,Dynamic Polymers,A001,Engineering,Enterprise,727400000.0,Active,2021-02-03
C0151,Western Metal Works,A001,Metal Fabrication,Small,11300000.0,Active,2022-11-19
C0152,Sai Packaging Solutions,A001,Packaging,Enterprise,896800000.0,Active,2022-05-15
C0153,Pragati Metal Works,A001,Food Processing,Small,23300000.0,Active,2018-11-21
C0154,Sai Packaging Solutions,A001,Chemicals,Enterprise,570900000.0,Active,2019-07-11
C0155,Vanguard Polymers,A001,Food Processing,Small,14600000.0,Active,2020-11-09
C0156,Sigma Tools & Dies,A001,Electronics,Small,10600000.0,Active,2018-02-14
C0157,Apex Packaging Solutions,A001,Packaging,Medium,63400000.0,Active,2022-09-18
C0158,Western Chemicals & Processing,A001,Engineering,Enterprise,512200000.0,Active,2023-07-28
C0159,Siemens-Tier2 Engineering Pvt Ltd,A001,Pharmaceuticals,Large,153300000.0,Active,2022-09-07
C0160,Matrix Chemicals & Processing,A001,Electronics,Medium,80800000.0,Active,2020-09-12
C0161,Apex Fabricators,A001,Chemicals,Enterprise,807100000.0,Active,2024-10-20
C0162,Atlas Chemicals & Processing,A001,Textile,Small,20000000.0,Active,2023-12-09
C0163,Bharat Tools & Dies,A001,Pharmaceuticals,Large,255900000.0,Active,2020-01-06
C0164,Matrix Metal Works,A001,Food Processing,Small,11600000.0,Active,2023-01-03
C0165,Siemens-Tier2 Industries,A001,Chemicals,Enterprise,551900000.0,Active,2020-03-12
C0166,Mahindra-Tier1 Packaging Solutions,A001,Packaging,Small,24900000.0,Active,2019-03-25
C0167,Kalyani Engineering Pvt Ltd,A001,Engineering,Large,169800000.0,Active,2021-08-20
C0168,Vanguard Polymers,A001,Pharmaceuticals,Medium,75300000.0,Active,2018-06-14
C0169,Apex Fabricators,A001,Electronics,Large,98200000.0,Active,2021-10-02
C0170,Bharat Forgings & Castings,A001,Pharmaceuticals,Medium,76000000.0,Active,2024-05-10
C0171,Western Auto Components,A001,Automotive,Enterprise,748200000.0,Active,2019-03-13
C0172,Sai Packaging Solutions,A001,Chemicals,Large,103000000.0,Active,2024-12-02
C0173,TechnoCraft Engineering Pvt Ltd,A001,Electronics,Small,24500000.0,Active,2022-07-19
C0174,Dynamic Packaging Solutions,A001,Food Processing,Large,110700000.0,Active,2018-06-06
C0175,Kalyani Tech Solutions,A001,Packaging,Small,16900000.0,Active,2018-04-14
C0176,Shree Polymers,A001,Textile,Small,16100000.0,Active,2020-12-11
C0177,Tata-Partner Automation Systems,A001,Metal Fabrication,Small,18200000.0,Active,2018-09-17
C0178,Force Automation Systems,A001,Packaging,Medium,44200000.0,Active,2019-05-07
C0179,Kirloskar-Style Metal Works,A001,Metal Fabrication,Small,12200000.0,Active,2024-11-16
C0180,Vanguard Metal Works,A001,Electronics,Large,245600000.0,Active,2023-06-05
C0181,Vanguard Auto Components,A001,Electronics,Enterprise,678800000.0,Active,2024-05-19
C0182,Precision Automation Systems,A001,Textile,Small,14600000.0,Active,2021-01-02
C0183,Sigma Fabricators,A001,Engineering,Small,20100000.0,Active,2022-07-15
C0184,Shree Industries,A001,Automotive,Enterprise,845400000.0,Active,2022-11-07
C0185,Western Metal Works,A001,Electronics,Medium,87500000.0,Active,2021-02-26
C0186,Western Packaging Solutions,A001,Engineering,Medium,32300000.0,Active,2023-08-15
C0187,Pragati Industries,A001,Metal Fabrication,Large,157100000.0,Active,2020-07-14
C0188,Western Chemicals & Processing,A001,Automotive,Large,101900000.0,Active,2018-09-22
C0189,Dynamic Fabricators,A001,Pharmaceuticals,Medium,50000000.0,Active,2022-11-05
C0190,Sigma Fabricators,A001,Food Processing,Medium,65700000.0,Active,2018-05-18
C0191,Dynamic Chemicals & Processing,A001,Packaging,Medium,70200000.0,Active,2024-12-22
C0192,Pragati Auto Components,A001,Food Processing,Large,93300000.0,Active,2020-03-07
C0193,Western Tech Solutions,A001,Chemicals,Medium,90000000.0,Active,2019-02-10
C0194,Apex Industries,A001,Textile,Small,20900000.0,Active,2024-10-05
C0195,Kalyani Polymers,A001,Metal Fabrication,Medium,40900000.0,Active,2023-10-26
C0196,Kirloskar-Style Packaging Solutions,A001,Electronics,Small,16400000.0,Active,2023-12-08
C0197,Vanguard Metal Works,A001,Pharmaceuticals,Enterprise,440400000.0,Active,2019-05-26
C0198,Omni Forgings & Castings,A001,Packaging,Enterprise,577000000.0,Active,2020-07-17
C0199,Pragati Polymers,A001,Metal Fabrication,Medium,78100000.0,Active,2019-05-02
C0200,Thermax-Vendor Tech Solutions,A001,Packaging,Small,21800000.0,Active,2022-02-10
C0201,Synergy Tools & Dies,A001,Pharmaceuticals,Enterprise,843200000.0,Active,2019-07-03
C0202,Tata-Partner Tech Solutions,A001,Packaging,Small,16500000.0,Active,2021-09-12
C0203,Tata-Partner Polymers,A001,Engineering,Large,130400000.0,Active,2020-02-27
C0204,Schneider-Supplier Chemicals & Processing,A001,Packaging,Medium,38300000.0,Active,2020-08-23
C0205,Matrix Packaging Solutions,A001,Electronics,Enterprise,669200000.0,Active,2018-01-09
C0206,Force Tools & Dies,A001,Textile,Enterprise,366700000.0,Active,2020-04-10
C0207,Apex Engineering Pvt Ltd,A001,Chemicals,Enterprise,683400000.0,Active,2022-08-03
C0208,Apex Tech Solutions,A001,Textile,Small,20400000.0,Active,2022-04-23
C0209,Matrix Fabricators,A001,Food Processing,Small,20100000.0,Active,2019-10-14
C0210,Kirloskar-Style Chemicals & Processing,A001,Engineering,Large,102200000.0,Active,2022-09-17
C0211,Pragati Industries,A001,Automotive,Enterprise,824000000.0,Active,2018-11-13
C0212,Sigma Fabricators,A001,Automotive,Large,231900000.0,Active,2020-04-24
C0213,Atlas Chemicals & Processing,A001,Engineering,Large,114000000.0,Active,2020-09-11
C0214,Thermax-Vendor Tools & Dies,A001,Electronics,Enterprise,679000000.0,Active,2024-03-03
C0215,Schneider-Supplier Tech Solutions,A001,Automotive,Large,126300000.0,Active,2024-04-02
C0216,Western Fabricators,A001,Textile,Enterprise,893500000.0,Active,2022-08-09
C0217,Precision Chemicals & Processing,A001,Chemicals,Large,154300000.0,Active,2024-01-28
C0218,Thermax-Vendor Automation Systems,A001,Pharmaceuticals,Small,23400000.0,Active,2021-07-24
C0219,Vanguard Polymers,A001,Packaging,Medium,59800000.0,Active,2021-06-26
C0220,Pragati Fabricators,A001,Engineering,Enterprise,347400000.0,Active,2022-03-18
C0221,Mahindra-Tier1 Automation Systems,A001,Engineering,Small,14900000.0,Active,2020-05-15
C0222,Kalyani Packaging Solutions,A001,Food Processing,Medium,71400000.0,Active,2020-08-02
C0223,Siemens-Tier2 Automation Systems,A001,Food Processing,Large,205100000.0,Active,2024-01-03
C0224,Atlas Chemicals & Processing,A001,Food Processing,Large,182400000.0,Active,2023-11-06
C0225,Bharat Tools & Dies,A001,Electronics,Small,11300000.0,Active,2019-11-12
C0226,Sigma Polymers,A001,Automotive,Medium,70700000.0,Active,2020-06-15
C0227,Synergy Metal Works,A001,Metal Fabrication,Large,161600000.0,Active,2023-05-08
C0228,Apex Engineering Pvt Ltd,A001,Metal Fabrication,Enterprise,610600000.0,Active,2022-02-09
C0229,Deccan Packaging Solutions,A001,Electronics,Medium,89800000.0,Active,2020-12-16
C0230,Force Auto Components,A001,Metal Fabrication,Small,17100000.0,Active,2023-08-03
C0231,Atlas Automation Systems,A001,Packaging,Small,18900000.0,Active,2020-05-28
C0232,Kirloskar-Style Packaging Solutions,A001,Metal Fabrication,Large,181600000.0,Active,2018-04-26
C0233,Matrix Forgings & Castings,A001,Electronics,Small,15500000.0,Active,2022-06-15
C0234,Sai Tools & Dies,A001,Engineering,Small,14600000.0,Active,2023-12-16
C0235,Pragati Polymers,A001,Food Processing,Small,11300000.0,Active,2020-11-03
C0236,Vanguard Tech Solutions,A001,Textile,Large,113100000.0,Active,2024-09-21
C0237,Shree Tools & Dies,A001,Metal Fabrication,Enterprise,601700000.0,Active,2024-01-27
C0238,Apex Industries,A001,Metal Fabrication,Large,119600000.0,Active,2020-12-08
C0239,Sigma Industries,A001,Pharmaceuticals,Small,13500000.0,Active,2023-09-09
C0240,Matrix Chemicals & Processing,A001,Pharmaceuticals,Small,18000000.0,Active,2019-10-19
C0241,Matrix Tools & Dies,A001,Packaging,Small,23900000.0,Active,2018-02-02
C0242,Thermax-Vendor Metal Works,A001,Pharmaceuticals,Medium,76000000.0,Active,2021-10-21
C0243,Bharat Tech Solutions,A001,Textile,Large,205500000.0,Active,2020-08-08
C0244,Atlas Polymers,A001,Pharmaceuticals,Enterprise,343800000.0,Active,2018-03-15
C0245,TechnoCraft Tech Solutions,A001,Electronics,Medium,50400000.0,Active,2019-06-28
C0246,Schneider-Supplier Automation Systems,A001,Packaging,Enterprise,378500000.0,Active,2020-09-18
C0247,Apex Automation Systems,A001,Chemicals,Enterprise,373500000.0,Active,2021-04-05
C0248,Apex Engineering Pvt Ltd,A001,Pharmaceuticals,Enterprise,818500000.0,Active,2021-04-28
C0249,Kirloskar-Style Automation Systems,A001,Packaging,Medium,75800000.0,Active,2021-09-15
C0250,Omni Fabricators,A001,Electronics,Small,10600000.0,Active,2021-09-15
C0251,Tata-Partner Forgings & Castings,A001,Packaging,Small,9900000.0,Active,2021-10-27
C0252,Thermax-Vendor Chemicals & Processing,A001,Electronics,Large,186600000.0,Active,2024-02-14
C0253,Matrix Fabricators,A001,Packaging,Enterprise,519600000.0,Active,2021-01-19
C0254,Sai Forgings & Castings,A001,Packaging,Large,103200000.0,Active,2022-08-25
C0255,Sai Fabricators,A001,Engineering,Medium,88500000.0,Active,2021-06-26
C0256,Western Industries,A001,Packaging,Medium,41900000.0,Active,2022-07-17
C0257,Precision Engineering Pvt Ltd,A001,Automotive,Medium,72800000.0,Active,2024-08-17
C0258,Vanguard Tools & Dies,A001,Textile,Medium,49700000.0,Active,2022-06-06
C0259,Dynamic Metal Works,A001,Pharmaceuticals,Large,181300000.0,Active,2022-09-16
C0260,Schneider-Supplier Metal Works,A001,Pharmaceuticals,Enterprise,789400000.0,Active,2020-06-22
C0261,Apex Polymers,A001,Pharmaceuticals,Small,19700000.0,Active,2020-11-26
C0262,Shree Metal Works,A001,Chemicals,Small,19500000.0,Active,2019-09-21
C0263,Siemens-Tier2 Metal Works,A001,Food Processing,Medium,79300000.0,Active,2019-01-19
C0264,Schneider-Supplier Auto Components,A001,Chemicals,Small,16900000.0,Active,2021-03-14
C0265,Schneider-Supplier Forgings & Castings,A001,Food Processing,Enterprise,823700000.0,Active,2023-12-02
C0266,Schneider-Supplier Tools & Dies,A001,Textile,Medium,63700000.0,Active,2023-08-17
C0267,Dynamic Automation Systems,A001,Metal Fabrication,Enterprise,847300000.0,Active,2020-09-12
C0268,Atlas Packaging Solutions,A001,Pharmaceuticals,Enterprise,415400000.0,Active,2019-05-18
C0269,Mahindra-Tier1 Forgings & Castings,A001,Pharmaceuticals,Large,216900000.0,Active,2023-12-16
C0270,Western Tech Solutions,A001,Packaging,Large,141800000.0,Active,2022-11-18
C0271,Dynamic Polymers,A001,Packaging,Medium,47400000.0,Active,2020-12-03
C0272,Sigma Tech Solutions,A001,Pharmaceuticals,Enterprise,428400000.0,Active,2024-09-09
C0273,Sai Packaging Solutions,A001,Pharmaceuticals,Medium,36600000.0,Active,2023-10-08
C0274,Tata-Partner Engineering Pvt Ltd,A001,Textile,Medium,68300000.0,Active,2018-02-14
C0275,Western Packaging Solutions,A001,Electronics,Small,21300000.0,Active,2019-01-18
C0276,Kirloskar-Style Polymers,A001,Electronics,Enterprise,690300000.0,Active,2024-05-11
C0277,Mahindra-Tier1 Chemicals & Processing,A001,Automotive,Small,20700000.0,Active,2019-09-24
C0278,Siemens-Tier2 Engineering Pvt Ltd,A001,Metal Fabrication,Enterprise,829300000.0,Active,2019-01-27
C0279,Dynamic Tech Solutions,A001,Metal Fabrication,Large,247800000.0,Active,2018-05-19
C0280,Kalyani Auto Components,A001,Packaging,Large,171800000.0,Active,2023-09-17
C0281,Omni Tools & Dies,A001,Textile,Enterprise,463700000.0,Active,2024-02-11
C0282,Kirloskar-Style Packaging Solutions,A001,Electronics,Large,219300000.0,Active,2018-12-11
C0283,Mahindra-Tier1 Metal Works,A001,Chemicals,Medium,66700000.0,Active,2023-07-27
C0284,TechnoCraft Industries,A001,Packaging,Small,16200000.0,Active,2018-03-05
C0285,Omni Automation Systems,A001,Chemicals,Small,13700000.0,Active,2019-08-25
C0286,Deccan Automation Systems,A001,Pharmaceuticals,Small,13700000.0,Active,2020-12-08
C0287,Precision Chemicals & Processing,A001,Engineering,Enterprise,484100000.0,Active,2021-11-17
C0288,Schneider-Supplier Fabricators,A001,Engineering,Large,156200000.0,Active,2019-04-05
C0289,Omni Tools & Dies,A001,Electronics,Large,164900000.0,Active,2022-08-25
C0290,Sai Chemicals & Processing,A001,Chemicals,Medium,70800000.0,Active,2022-02-17
C0291,Vanguard Industries,A001,Packaging,Small,25500000.0,Active,2018-01-27
C0292,Sai Industries,A001,Chemicals,Medium,39900000.0,Active,2024-09-15
C0293,Apex Chemicals & Processing,A001,Chemicals,Enterprise,354600000.0,Active,2022-08-26
C0294,Precision Tech Solutions,A001,Metal Fabrication,Enterprise,574100000.0,Active,2018-09-15
C0295,Atlas Fabricators,A001,Automotive,Enterprise,452700000.0,Active,2018-12-07
C0296,Shree Auto Components,A001,Automotive,Enterprise,506700000.0,Active,2018-09-02
C0297,Synergy Tech Solutions,A001,Automotive,Large,163600000.0,Active,2024-03-25
C0298,Thermax-Vendor Packaging Solutions,A001,Food Processing,Large,268700000.0,Active,2021-08-28
C0299,Dynamic Polymers,A001,Engineering,Medium,69200000.0,Active,2020-02-06
C0300,Sai Polymers,A001,Textile,Medium,73700000.0,Active,2019-01-25
C0301,Bharat Fabricators,A001,Electronics,Enterprise,619200000.0,Active,2024-04-08
C0302,Vanguard Automation Systems,A001,Metal Fabrication,Large,123900000.0,Active,2023-02-02
C0303,Atlas Polymers,A001,Automotive,Medium,42400000.0,Active,2018-10-02
C0304,Vanguard Metal Works,A001,Automotive,Medium,74400000.0,Active,2021-08-08
